



371.390916
827.493987
226.000000
6994.000000
0.000000
0.000000
0.000000
0.000000
2
2048
239.000000	371.390916
239.000000	371.614538
241.000000	371.838161
240.000000	372.061785
239.000000	372.285408
239.000000	372.509030
242.000000	372.732651
236.000000	372.956271
233.000000	373.179890
236.000000	373.403508
234.000000	373.627125
234.000000	373.850740
242.000000	374.074355
237.000000	374.297968
237.000000	374.521581
233.000000	374.745192
233.000000	374.968802
240.000000	375.192411
240.000000	375.416019
238.000000	375.639626
263.000000	375.863232
237.000000	376.086837
240.000000	376.310441
240.000000	376.534046
237.000000	376.757658
232.000000	376.981269
237.000000	377.204879
235.000000	377.428488
233.000000	377.652095
235.000000	377.875702
233.000000	378.099307
237.000000	378.322912
234.000000	378.546515
234.000000	378.770117
235.000000	378.993718
237.000000	379.217318
235.000000	379.440917
236.000000	379.664515
237.000000	379.888112
238.000000	380.111708
236.000000	380.335302
239.000000	380.558896
234.000000	380.782488
238.000000	381.006079
238.000000	381.229670
240.000000	381.453266
238.000000	381.676861
238.000000	381.900455
231.000000	382.124048
243.000000	382.347640
238.000000	382.571231
237.000000	382.794821
235.000000	383.018410
235.000000	383.241998
235.000000	383.465584
234.000000	383.689170
234.000000	383.912754
238.000000	384.136337
242.000000	384.359920
237.000000	384.583501
237.000000	384.807081
241.000000	385.030660
234.000000	385.254238
238.000000	385.477814
238.000000	385.701390
231.000000	385.924964
234.000000	386.148545
239.000000	386.372127
237.000000	386.595709
237.000000	386.819289
238.000000	387.042869
237.000000	387.266447
232.000000	387.490024
237.000000	387.713600
238.000000	387.937175
232.000000	388.160749
237.000000	388.384322
238.000000	388.607893
241.000000	388.831464
238.000000	389.055033
240.000000	389.278602
239.000000	389.502169
235.000000	389.725735
238.000000	389.949300
237.000000	390.172864
241.000000	390.396427
236.000000	390.619989
236.000000	390.843552
235.000000	391.067118
238.000000	391.290684
245.000000	391.514248
236.000000	391.737812
237.000000	391.961374
240.000000	392.184935
235.000000	392.408495
233.000000	392.632054
235.000000	392.855612
231.000000	393.079169
236.000000	393.302724
232.000000	393.526279
236.000000	393.749832
240.000000	393.973384
238.000000	394.196936
234.000000	394.420486
238.000000	394.644035
233.000000	394.867582
239.000000	395.091129
236.000000	395.314675
237.000000	395.538220
233.000000	395.761773
239.000000	395.985326
238.000000	396.208877
238.000000	396.432427
234.000000	396.655976
241.000000	396.879525
241.000000	397.103071
237.000000	397.326617
238.000000	397.550162
238.000000	397.773706
234.000000	397.997248
235.000000	398.220789
238.000000	398.444330
238.000000	398.667869
233.000000	398.891407
232.000000	399.114944
